RENT,AREA_SQFT,BHK,FURNISHED,ADDRESS,CITY
"12,500",800,1 BHK,Unfurnished,"Sector 3 , Opp Vivek Park, Udaipur",Udaipur
"11,500",1000,2 BHK,Unfurnished,Sector No. 8,Udaipur
"16,000",800,2 BHK,Unfurnished,"Bedla, Udaipur",Udaipur
"25,000",500,1 BHK,Unfurnished,"Surajpole, Udaipur",Udaipur
"15,000",500,1 BHK,Unfurnished,rishabh dev colony,Udaipur
"9,500",1200,2 BHK,Unfurnished,Bedla Badgaum Link Road,Udaipur
"10,000",2000,2 BHK,Unfurnished,"Sector 5 Hiran Magri, Udaipur",Udaipur
"7,900",800,1 BHK,Unfurnished,"Meera Nagar, Udaipur",Udaipur
"20,000",1890,3 BHK,Unfurnished,Mahaviram Luxury Homes,Udaipur
"22,000",1650,3 BHK,Furnished,SMB Residence,Udaipur
"20,000",1890,3 BHK,Unfurnished,Dharti Mahaviram,Udaipur
"14,000",840,2 BHK,Unfurnished,Aristo Enclave,Udaipur
"14,000",1200,2 BHK,Furnished,"Sector 4 Hiran Magri, Udaipur",Udaipur
"13,000",1500,2 BHK,Unfurnished,"Sector 14 Hiran Magri, Udaipur",Udaipur
"18,000",1350,3 BHK,Unfurnished,Akme Paradise,Udaipur
"20,000",1152,3 BHK,Unfurnished,SMB Residence,Udaipur
"10,000",1000,1 BHK,Furnished,Shobhaghpura,Udaipur
"10,000",1000,1 BHK,Furnished,University Road,Udaipur
"11,000",900,2 BHK,Unfurnished,First floor,Udaipur
"10,000",450,1 BHK,Unfurnished,"Hiran Magri  , Udaipur",Udaipur
"25,000",1500,3 BHK,Unfurnished,shree ram colony jarno ki saray,Udaipur
"9,000",1500,1 BHK,Unfurnished,"Gandhi Nagar, Udaipur",Udaipur
"18,000",2000,3 BHK,Unfurnished,"Sector 4 Hiran Magri, Udaipur",Udaipur
"18,000",1250,2 BHK,Unfurnished,"Rampura, Udaipur",Udaipur
"30,000",2000,3 BHK,Unfurnished,"Bhupalpura, Udaipur",Udaipur
"7,000",1000,3 BHK,Unfurnished,"Bhinder, Udaipur",Udaipur
"16,500",3500,2 BHK,Unfurnished,shyam nagar B block,Udaipur
"12,000",1125,1 BHK,Unfurnished,Aaditya Hridayam,Udaipur
"32,000",1742,3 BHK,Unfurnished,Archi Lovenest,Udaipur
"55,000",1152,3 BHK,Unfurnished,"New Rajender Nagar, Udaipur",Udaipur
"17,500",1200,3 BHK,Unfurnished,"Transport Nagar, Udaipur",Udaipur
"8,000",1800,2 BHK,Unfurnished,"Rakampura, Udaipur",Udaipur
"15,000",1800,3 BHK,Unfurnished,Soham Villas Abs Tatvam Villas,Udaipur
"18,000",5800,3 BHK,Unfurnished,bhagwan parshuram colony,Udaipur
"13,000",650,1 BHK,Furnished,Alliance Anmol,Udaipur
"50,000",2200,3 BHK,Unfurnished,Navratan Complex,Udaipur
"4,000",700,1 BHK,Unfurnished,"Balicha, Udaipur",Udaipur
"35,000",2000,2 BHK,Furnished,"Sector 4 Hiran Magri, Udaipur",Udaipur
"8,000",500,1 BHK,Unfurnished,Dharti Dhan Vihar,Udaipur
"10,000",1000,1 BHK,Furnished,Keshav Nagar,Udaipur
"10,500",700,2 BHK,Unfurnished,"Jai Shree Colony, Udaipur",Udaipur
"10,000",210,1 BHK,Furnished,Vinayak Residency,Udaipur
"11,000",900,2 BHK,Unfurnished,"Pratap Nagar, Udaipur",Udaipur
"7,500",1500,1 BHK,Unfurnished,"Pahada, Udaipur",Udaipur
"6,000",120,1 BHK,Unfurnished,"Panchwati, Udaipur",Udaipur
"30,000",1920,3 BHK,Furnished,Kardhar,Udaipur
"22,000",1500,2 BHK,Furnished,"Kharakua, Udaipur",Udaipur
"4,500",550,1 BHK,Unfurnished,"Hiran Magri  , Udaipur",Udaipur
"24,000",2000,2 BHK,Unfurnished,13 SHANTI VAN,Udaipur
"14,000",200,1 BHK,Furnished,"Bhuwana, Udaipur",Udaipur
"19,000",1800,3 BHK,Unfurnished,"Saheli Nagar, Udaipur",Udaipur
"11,000",500,1 BHK,Furnished,"pula rk circle, Udaipur",Udaipur
"15,000",1300,2 BHK,Unfurnished,"Mahaveer Nagar, Hiran Magri",Udaipur
"15,000",1300,2 BHK,Unfurnished,Mahaveer Nagar,Udaipur
"11,500",1100,2 BHK,Unfurnished,"GBH PRTAPNAGAR, Udaipur",Udaipur
"15,000",1500,3 BHK,Unfurnished,"Sector 14 Hiran Magri, Udaipur",Udaipur
"15,000",2500,2 BHK,Unfurnished,"Sector-11 Hiran Magri, Udaipur",Udaipur
"3,500",355,2 BHK,Unfurnished,"Chitrakoot Nagar, Udaipur",Udaipur
"6,800",700,2 BHK,Unfurnished,Sanchi Homes,Udaipur
"6,800",720,2 BHK,Unfurnished,Sanchi Homes,Udaipur
"15,000",900,1 BHK,Furnished,"Panchwati, Udaipur",Udaipur
"12,000",750,2 BHK,Unfurnished,rajkamal apartment,Udaipur
"15,000",1210,1 BHK,Unfurnished,"Ashok Nagar, Udaipur",Udaipur
"8,000",1100,2 BHK,Unfurnished,"Badgaon, Udaipur",Udaipur
"9,000",900,1 BHK,Unfurnished,"Nokha, Udaipur",Udaipur
"9,000",798,2 BHK,Unfurnished,Silver Residency,Udaipur
"35,000",1565,3 BHK,Unfurnished,Bula Aadi Regency,Udaipur
"9,500",1300,1 BHK,Unfurnished,Navratan Complex,Udaipur
"21,000",1787,3 BHK,Unfurnished,Miraj Malhar,Udaipur
"11,000",1300,1 BHK,Unfurnished,"Shobhagpura, Udaipur",Udaipur
"30,000",1867,3 BHK,Furnished,Sneh Rudram Chitrakoot,Udaipur
"22,000",1100,2 BHK,Furnished,"Pratap Nagar, Udaipur",Udaipur
"33,000",2500,3 BHK,Furnished,The Celebration Mall,Udaipur
"40,000",2437,3 BHK,Unfurnished,Archi The Harmony,Udaipur
"10,000",1500,1 BHK,Unfurnished,Salokaya Apartments,Udaipur
"18,000",1250,2 BHK,Furnished,Lotus Park,Udaipur
"30,000",1578,3 BHK,Unfurnished,Lake City Residency,Udaipur
"8,500",150,1 BHK,Unfurnished,Rampura,Udaipur
"30,000",1950,3 BHK,Furnished,"Sector 14 Hiran Magiri, Udaipur",Udaipur
"8,000",400,1 BHK,Unfurnished,"Meera Nagar, Udaipur",Udaipur
"18,000",1750,3 BHK,Unfurnished,Akme Paradise,Udaipur
12000,1000,1 BHK,Furnished,"Panchwati, Udaipur",Udaipur
"20,000",1300,3 BHK,Unfurnished,Navratan Complex,Udaipur
"5,000",1800,1 BHK,Unfurnished,"Badgaon, Udaipur",Udaipur
"16,000",2000,1 BHK,Unfurnished,"Pahada, Udaipur",Udaipur
"14,000",1500,1 BHK,Furnished,Bohra ganesh colony Dhulkot choraya,Udaipur
"13,000",700,1 BHK,Unfurnished,"Soni ji ki badi, Ayad",Udaipur
"17,000",1000,2 BHK,Unfurnished,The Celebration Mall,Udaipur
"5,000",700,1 BHK,Furnished,"Savina, Udaipur",Udaipur
"27,000",2200,3 BHK,Furnished,shree radhey,Udaipur
"20,000",1920,2 BHK,Furnished,"Sector 14 Hiran Magri, Udaipur",Udaipur
"22,000",1460,3 BHK,Furnished,Sheetal Heights,Udaipur
"11,000",925,3 BHK,Unfurnished,Madhuvan Homes,Sikar
"10,000",1000,2 BHK,Unfurnished,Agarwal House,Sikar
"6,000",200,1 BHK,Unfurnished,Kisan vihar,Sikar
"6,000",200,1 BHK,Unfurnished,Kisan colony,Sikar
"10,500",1100,2 BHK,Unfurnished,Housing board Sikar,Sikar
"12,000",1100,2 BHK,Unfurnished,Housing board Sikar,Sikar
"12,500",500,2 BHK,Unfurnished,Shree Krishna Residency,Sikar
"11,000",650,2 BHK,Unfurnished,"Ashirwad Residency, kishan colony",Sikar
"8,000",1000,3 BHK,Unfurnished,"Chandpol, Sikar",Sikar
"35,000",10000,2 BHK,Unfurnished,"Anand Nagar, Sikar",Sikar
"12,500",9000,2 BHK,Unfurnished,Shiv Colony Residential Scheme,Sikar
"10,000",742,3 BHK,Unfurnished,Madhuvan Homes,Sikar
"8,500",340,1 BHK,Unfurnished,Adarsh vihar,Sikar
"11,000",2100,2 BHK,Unfurnished,"Balaji Vihar, Sikar",Sikar
"8,000",1800,2 BHK,Unfurnished,"Nani, Sikar",Sikar
"8,000",600,2 BHK,Unfurnished,Prem Vihar Awasiya Colony,Sikar
"8,000",1000,1 BHK,Unfurnished,Soldiers Colony,Sikar
"8,000",80,1 BHK,Unfurnished,Suman Apartment,Sikar
"20,000",1200,3 BHK,Unfurnished,Samproon,Sikar
"23,000",1000,3 BHK,Furnished,rameshwaram nivas,Sikar
"9,000",1000,2 BHK,Unfurnished,Raghukul Shiv Shakti,Sikar
"5,000",900,1 BHK,Unfurnished,"Bhadwasi, Sikar",Sikar
"10,000",650,2 BHK,Unfurnished,balaji dreem city,Sikar
"16,000",739,2 BHK,Furnished,Manav City,Sikar
"8,500",186,1 BHK,Unfurnished,"Choudhary Dhram Kantta, Sikar",Sikar
"12,500",500,1 BHK,Furnished,harshndndini aparment,Sikar
"13,000",600,2 BHK,Unfurnished,"Vasant Vihar, Sikar",Sikar
"14,000",1800,2 BHK,Unfurnished,"Todinagar, Sikar",Sikar
"12,000",3000,3 BHK,Unfurnished,virasat bavan,Sikar
"8,500",3000,2 BHK,Unfurnished,virasat bavan,Sikar
"10,000",900,2 BHK,Unfurnished,palwas Road,Sikar
"13,000",1000,2 BHK,Furnished,Palwas Chouraha,Sikar
"8,500",750,2 BHK,Unfurnished,Tanishq regidency,Sikar
"8,000",750,1 BHK,Unfurnished,Moti Vihar Aawasiya Yojna,Sikar
"7,000",150,1 BHK,Furnished,"Radhakishan Pura, Sikar",Sikar
"17,500",2500,3 BHK,Furnished,"Radhakishan Pura, Sikar",Sikar
"5,000",500,1 BHK,Unfurnished,"Vasant Vihar, Sikar",Sikar
"11,000",1050,3 BHK,Unfurnished,Siddhi Vinayak Apartment,Sikar
"7,000",300,2 BHK,Unfurnished,"Balaji Vihar, Sikar",Sikar
"6,000",300,1 BHK,Unfurnished,New housing board shivsinghpura,Sikar
"6,500",800,2 BHK,Unfurnished,"hotel vijayraj, Sikar",Sikar
"6,500",800,2 BHK,Unfurnished,"Jaipur road pooniyan wines, Sikar",Sikar
"7,500",500,2 BHK,Unfurnished,L R Rameshwaram Residency,Sikar
"5,500",1125,1 BHK,Unfurnished,Metro City,Sikar
"7,000",1150,1 BHK,Unfurnished,Maharaja Surajmal Awasiaya Yojana,Sikar
"9,000",300,1 BHK,Unfurnished,Rameshwaram niwas,Sikar
"3,500",100,1 BHK,Unfurnished,"Jaipur road, Sikar",Sikar
"12,000",8712000,3 BHK,Furnished,Krishna Vihar Phase 3,Sikar
"9,500",550,2 BHK,Unfurnished,matra chaya 2 radha kishan pura,Sikar
"8,300",580,2 BHK,Unfurnished,Ashirwad Residency,Sikar
"8,300",587,2 BHK,Unfurnished,Ashirwad Residency,Sikar
"4,000",5000,2 BHK,Unfurnished,"Radhakishan Pura, Sikar",Sikar
"10,000",2100,2 BHK,Unfurnished,"New Indira Colony, Sikar",Sikar
"12,000",1000,3 BHK,Unfurnished,KHYALIA NIVAS,Sikar
"12,000",100,2 BHK,Unfurnished,guru krupa,Sikar
"5,000",500,2 BHK,Unfurnished,"Gokulpura, Sikar",Sikar
"5,000",750,2 BHK,Unfurnished,"Prince School, Sikar",Sikar
"8,000",1500,2 BHK,Unfurnished,Sada shiv colony,Sikar
"7,500",132,1 BHK,Unfurnished,Maruti Vihar Aawasiya Yojna,Sikar
"12,000",800,2 BHK,Unfurnished,Yadav Om Heights,Sikar
"10,000",600,2 BHK,Unfurnished,matrachaya residency,Sikar
"7,000",600,1 BHK,Unfurnished,Narayani Vihar 3,Sikar
"8,000",500,2 BHK,Unfurnished,Radhika Vatika 3,Sikar
